cell1	cell2	cell3	cell4	cell5	cell6	cell7	cell8	cell9	cell10	cell11	cell12
1.17	1.17	1.17	1.17	1.21	1.17	1.17	1.17	1.17	1.17	1.17	0.32
1.17	1.17	1.17	1.17	1.16	1.17	1.17	1.17	1.17	1.17	1.17	0.94
1.17	1.17	1.17	1.17	1.55	1.17	1.17	1.17	1.17	1.17	1.17	2.06
1.17	1.17	1.17	1.17	2.09	1.17	1.17	1.17	1.17	1.17	1.17	1.5
1.17	1.17	1.17	1.17	2.83	1.17	1.17	1.17	1.17	1.17	1.17	1.68
1.17	1.17	1.17	1.17	1.5	1.17	1.17	1.17	1.17	1.17	1.17	0.83
1.17	1.17	1.17	1.17	0.45	1.17	1.17	1.17	1.17	1.17	1.17	0.85
1.17	1.17	1.17	1.17	1.91	1.17	1.17	1.17	1.17	1.17	1.17	1.14
1.18	1.18	1.18	1.18	0.34	1.18	1.18	1.18	1.18	1.18	1.18	0.18
1.18	1.18	1.18	1.18	1.93	1.18	1.18	1.18	1.18	1.18	1.18	1
1.18	1.18	1.18	1.18	0.38	1.18	1.18	1.18	1.18	1.18	1.18	1.39
1.18	1.18	1.18	1.18	0.81	1.18	1.18	1.18	1.18	1.18	1.18	2.12
1.18	1.18	1.18	1.18	2.76	1.18	1.18	1.18	1.18	1.18	1.18	1.33
1.18	1.18	1.18	1.18	0.24	1.18	1.18	1.18	1.18	1.18	1.18	4.25
1.18	1.18	1.18	1.18	2.06	1.18	1.18	1.18	1.18	1.18	1.18	0.41
1.18	1.18	1.18	1.18	2.04	1.18	1.18	1.18	1.18	1.18	1.18	0.83
1.18	1.18	1.18	1.18	1.66	1.18	1.18	1.18	1.18	1.18	1.18	1.72
1.18	1.18	1.18	1.18	0.85	1.18	1.18	1.18	1.18	1.18	1.18	0.62
1.19	1.19	1.19	1.19	1.85	1.19	1.19	1.19	1.19	1.19	1.19	0.65
1.19	1.19	1.19	1.19	2.54	1.19	1.19	1.19	1.19	1.19	1.19	1.19
1.19	1.19	1.19	1.19	1.93	1.19	1.19	1.19	1.19	1.19	1.19	0.27
1.19	1.19	1.19	1.19	1.97	1.19	1.19	1.19	1.19	1.19	1.19	1.88
1.19	1.19	1.19	1.19	0.37	1.19	1.19	1.19	1.19	1.19	1.19	2.07
1.19	1.19	1.19	1.19	0.01	1.19	1.19	1.19	1.19	1.19	1.19	0.71
1.19	1.19	1.19	1.19	2.72	1.19	1.19	1.19	1.19	1.19	1.19	2.2
1.19	1.19	1.19	1.19	1.14	1.19	1.19	1.19	1.19	1.19	1.19	2.72
1.19	1.19	1.19	1.19	1.12	1.19	1.19	1.19	1.19	1.19	1.19	2.68
1.19	1.19	1.19	1.19	1.47	1.19	1.19	1.19	1.19	1.19	1.19	5.33
1.2	1.2	1.2	1.2	1.75	1.2	1.2	1.2	1.2	1.2	1.2	1.37
1.2	1.2	1.2	1.2	0.59	1.2	1.2	1.2	1.2	1.2	1.2	1.09
1.2	1.2	1.2	1.2	0.82	1.2	1.2	1.2	1.2	1.2	1.2	3.39
1.2	1.2	1.2	1.2	0.87	1.2	1.2	1.2	1.2	1.2	1.2	1.16
1.2	1.2	1.2	1.2	0.3	1.2	1.2	1.2	1.2	1.2	1.2	1.13
1.2	1.2	1.2	1.2	1.12	1.2	1.2	1.2	1.2	1.2	1.2	2.08
1.2	1.2	1.2	1.2	2.13	1.2	1.2	1.2	1.2	1.2	1.2	4.97
1.2	1.2	1.2	1.2	1.91	1.2	1.2	1.2	1.2	1.2	1.2	0.31
1.2	1.2	1.2	1.2	0.99	1.2	1.2	1.2	1.2	1.2	1.2	0.87
1.2	1.2	1.2	1.2	1.46	1.2	1.2	1.2	1.2	1.2	1.2	0.62
1.21	1.21	1.21	1.21	0.08	1.21	1.21	1.21	1.21	1.21	1.21	3.84
1.21	1.21	1.21	1.21	1.68	1.21	1.21	1.21	1.21	1.21	1.21	1.05
1.21	1.21	1.21	1.21	3.33	1.21	1.21	1.21	1.21	1.21	1.21	0.04
1.21	1.21	1.21	1.21	0.88	1.21	1.21	1.21	1.21	1.21	1.21	1.46
1.21	1.21	1.21	1.21	1.12	1.21	1.21	1.21	1.21	1.21	1.21	1.54
1.21	1.21	1.21	1.21	1.03	1.21	1.21	1.21	1.21	1.21	1.21	0.03
1.21	1.21	1.21	1.21	1.24	1.21	1.21	1.21	1.21	1.21	1.21	4.7
1.21	1.21	1.21	1.21	1.9	1.21	1.21	1.21	1.21	1.21	1.21	0.87
1.21	1.21	1.21	1.21	0.77	1.21	1.21	1.21	1.21	1.21	1.21	2.25
1.21	1.21	1.21	1.21	0.73	1.21	1.21	1.21	1.21	1.21	1.21	3.84
1.22	1.22	1.22	1.22	1.35	1.22	1.22	1.22	1.22	1.22	1.22	3.98
1.22	1.22	1.22	1.22	1.21	1.22	1.22	1.22	1.22	1.22	1.22	0.99
1.22	1.22	1.22	1.22	0.66	1.22	1.22	1.22	1.22	1.22	1.22	1.12
1.22	1.22	1.22	1.22	0.84	1.22	1.22	1.22	1.22	1.22	1.22	2.13
1.22	1.22	1.22	1.22	0.3	1.22	1.22	1.22	1.22	1.22	1.22	2.12
1.22	1.22	1.22	1.22	1.1	1.22	1.22	1.22	1.22	1.22	1.22	1.58
1.22	1.22	1.22	1.22	2.32	1.22	1.22	1.22	1.22	1.22	1.22	1.24
1.22	1.22	1.22	1.22	2.21	1.22	1.22	1.22	1.22	1.22	1.22	1.3
1.22	1.22	1.22	1.22	0.66	1.22	1.22	1.22	1.22	1.22	1.22	4.44
1.22	1.22	1.22	1.22	2.15	1.22	1.22	1.22	1.22	1.22	1.22	0.23
1.23	1.23	1.23	1.23	0.45	1.23	1.23	1.23	1.23	1.23	1.23	1.23
1.23	1.23	1.23	1.23	2.29	1.23	1.23	1.23	1.23	1.23	1.23	5.83
1.23	1.23	1.23	1.23	2.73	1.23	1.23	1.23	1.23	1.23	1.23	1.02
1.23	1.23	1.23	1.23	1.51	1.23	1.23	1.23	1.23	1.23	1.23	5.38
1.23	1.23	1.23	1.23	0.44	1.23	1.23	1.23	1.23	1.23	1.23	0.22
1.23	1.23	1.23	1.23	1.61	1.23	1.23	1.23	1.23	1.23	1.23	0.3
1.23	1.23	1.23	1.23	0.89	1.23	1.23	1.23	1.23	1.23	1.23	4.26
1.23	1.23	1.23	1.23	0.95	1.23	1.23	1.23	1.23	1.23	1.23	4.4
1.23	1.23	1.23	1.23	0.33	1.23	1.23	1.23	1.23	1.23	1.23	2.7
1.23	1.23	1.23	1.23	2.67	1.23	1.23	1.23	1.23	1.23	1.23	2.95
1.24	1.24	1.24	1.24	1.92	1.24	1.24	1.24	1.24	1.24	1.24	1.33
1.24	1.24	1.24	1.24	2.24	1.24	1.24	1.24	1.24	1.24	1.24	2.39
1.24	1.24	1.24	1.24	0.28	1.24	1.24	1.24	1.24	1.24	1.24	2.86
1.24	1.24	1.24	1.24	1.74	1.24	1.24	1.24	1.24	1.24	1.24	3.09
1.24	1.24	1.24	1.24	1.97	1.24	1.24	1.24	1.24	1.24	1.24	0.48
1.24	1.24	1.24	1.24	1.43	1.24	1.24	1.24	1.24	1.24	1.24	1.06
1.24	1.24	1.24	1.24	0.01	1.24	1.24	1.24	1.24	1.24	1.24	1.17
1.24	1.24	1.24	1.24	0.38	1.24	1.24	1.24	1.24	1.24	1.24	0.82
1.24	1.24	1.24	1.24	0.17	1.24	1.24	1.24	1.24	1.24	1.24	2.63
1.24	1.24	1.24	1.24	1.29	1.24	1.24	1.24	1.24	1.24	1.24	1.52
1.25	1.25	1.25	1.25	1.04	1.25	1.25	1.25	1.25	1.25	1.25	1.56
1.25	1.25	1.25	1.25	0.14	1.25	1.25	1.25	1.25	1.25	1.25	1.14
1.25	1.25	1.25	1.25	0.98	1.25	1.25	1.25	1.25	1.25	1.25	0.43
1.25	1.25	1.25	1.25	1	1.25	1.25	1.25	1.25	1.25	1.25	2.9
1.25	1.25	1.25	1.25	2.14	1.25	1.25	1.25	1.25	1.25	1.25	1.26
1.25	1.25	1.25	1.25	0.07	1.25	1.25	1.25	1.25	1.25	1.25	2.73
1.25	1.25	1.25	1.25	2.17	1.25	1.25	1.25	1.25	1.25	1.25	1.92
1.25	1.25	1.25	1.25	1.07	1.25	1.25	1.25	1.25	1.25	1.25	3.15
1.25	1.25	1.25	1.25	0.69	1.25	1.25	1.25	1.25	1.25	1.25	3.22
1.25	1.25	1.25	1.25	1.88	1.25	1.25	1.25	1.25	1.25	1.25	1.34
1.26	1.26	1.26	1.26	2.58	1.26	1.26	1.26	1.26	1.26	1.26	1.01
1.26	1.26	1.26	1.26	1.55	1.26	1.26	1.26	1.26	1.26	1.26	0.73
1.26	1.26	1.26	1.26	2.53	1.26	1.26	1.26	1.26	1.26	1.26	1.17
1.26	1.26	1.26	1.26	0.13	1.26	1.26	1.26	1.26	1.26	1.26	5.99
1.26	1.26	1.26	1.26	2.46	1.26	1.26	1.26	1.26	1.26	1.26	1.67
1.26	1.26	1.26	1.26	2.54	1.26	1.26	1.26	1.26	1.26	1.26	1.99
1.26	1.26	1.26	1.26	1.71	1.26	1.26	1.26	1.26	1.26	1.26	2.84
1.26	1.26	1.26	1.26	1.24	1.26	1.26	1.26	1.26	1.26	1.26	1.67
1.26	1.26	1.26	1.26	1.7	1.26	1.26	1.26	1.26	1.26	1.26	0.48
1.26	1.26	1.26	1.26	0.24	1.26	1.26	1.26	1.26	1.26	1.26	0.87
1.27	1.27	1.27	1.27	0.77	1.27	1.27	1.27	1.27	1.27	1.27	0.78
1.27	1.27	1.27	1.27	0.35	1.27	1.27	1.27	1.27	1.27	1.27	3.7
1.27	1.27	1.27	1.27	2.12	1.27	1.27	1.27	1.27	1.27	1.27	1.83
1.27	1.27	1.27	1.27	0.39	1.27	1.27	1.27	1.27	1.27	1.27	0.56
1.27	1.27	1.27	1.27	0.03	1.27	1.27	1.27	1.27	1.27	1.27	2.57
1.27	1.27	1.27	1.27	1.49	1.27	1.27	1.27	1.27	1.27	1.27	3.09
1.27	1.27	1.27	1.27	0.38	1.27	1.27	1.27	1.27	1.27	1.27	3.14
1.27	1.27	1.27	1.27	3.7	1.27	1.27	1.27	1.27	1.27	1.27	1.04
1.27	1.27	1.27	1.27	0.21	1.27	1.27	1.27	1.27	1.27	1.27	0.32
1.27	1.27	1.27	1.27	0.92	1.27	1.27	1.27	1.27	1.27	1.27	3.7
1.28	1.28	1.28	1.28	1.82	1.28	1.28	1.28	1.28	1.28	1.28	1.96
1.28	1.28	1.28	1.28	1.34	1.28	1.28	1.28	1.28	1.28	1.28	1.47
1.28	1.28	1.28	1.28	1.58	1.28	1.28	1.28	1.28	1.28	1.28	3.52
1.28	1.28	1.28	1.28	0.97	1.28	1.28	1.28	1.28	1.28	1.28	0.05
1.28	1.28	1.28	1.28	2.27	1.28	1.28	1.28	1.28	1.28	1.28	2.99
1.28	1.28	1.28	1.28	1.94	1.28	1.28	1.28	1.28	1.28	1.28	1.23
1.28	1.28	1.28	1.28	1.17	1.28	1.28	1.28	1.28	1.28	1.28	1.99
1.28	1.28	1.28	1.28	0.15	1.28	1.28	1.28	1.28	1.28	1.28	0.26
1.28	1.28	1.28	1.28	1.7	1.28	1.28	1.28	1.28	1.28	1.28	1.66
1.28	1.28	1.28	1.28	0.53	1.28	1.28	1.28	1.28	1.28	1.28	1.09
1.29	1.29	1.29	1.29	0.32	1.29	1.29	1.29	1.29	1.29	1.29	2.32
1.29	1.29	1.29	1.29	1.01	1.29	1.29	1.29	1.29	1.29	1.29	1.93
1.29	1.29	1.29	1.29	1.67	1.29	1.29	1.29	1.29	1.29	1.29	1.26
1.29	1.29	1.29	1.29	1.01	1.29	1.29	1.29	1.29	1.29	1.29	0.76
1.29	1.29	1.29	1.29	1.11	1.29	1.29	1.29	1.29	1.29	1.29	0.47
1.29	1.29	1.29	1.29	0.51	1.29	1.29	1.29	1.29	1.29	1.29	2.04
1.29	1.29	1.29	1.29	0.67	1.29	1.29	1.29	1.29	1.29	1.29	1.58
1.29	1.29	1.29	1.29	2.52	1.29	1.29	1.29	1.29	1.29	1.29	0.98
1.29	1.29	1.29	1.29	2.5	1.29	1.29	1.29	1.29	1.29	1.29	1
1.29	1.29	1.29	1.29	0.23	1.29	1.29	1.29	1.29	1.29	1.29	0.73
1.3	1.3	1.3	1.3	2.9	1.3	1.3	1.3	1.3	1.3	1.3	0.11
1.3	1.3	1.3	1.3	2.6	1.3	1.3	1.3	1.3	1.3	1.3	1.28
1.3	1.3	1.3	1.3	2.83	1.3	1.3	1.3	1.3	1.3	1.3	4.29
1.3	1.3	1.3	1.3	1.16	1.3	1.3	1.3	1.3	1.3	1.3	2.26
1.3	1.3	1.3	1.3	2.44	1.3	1.3	1.3	1.3	1.3	1.3	3.71
1.3	1.3	1.3	1.3	3.34	1.3	1.3	1.3	1.3	1.3	1.3	0.86
1.3	1.3	1.3	1.3	0.55	1.3	1.3	1.3	1.3	1.3	1.3	3.72
1.3	1.3	1.3	1.3	0.13	1.3	1.3	1.3	1.3	1.3	1.3	4.19
1.3	1.3	1.3	1.3	1.76	1.3	1.3	1.3	1.3	1.3	1.3	0.4
1.3	1.3	1.3	1.3	2.33	1.3	1.3	1.3	1.3	1.3	1.3	3.27
1.31	1.31	1.31	1.31	0.37	1.31	1.31	1.31	1.31	1.31	1.31	0.48
1.31	1.31	1.31	1.31	0.77	1.31	1.31	1.31	1.31	1.31	1.31	1.45
1.31	1.31	1.31	1.31	1.64	1.31	1.31	1.31	1.31	1.31	1.31	2.44
1.31	1.31	1.31	1.31	1.94	1.31	1.31	1.31	1.31	1.31	1.31	1.15
1.31	1.31	1.31	1.31	1.97	1.31	1.31	1.31	1.31	1.31	1.31	2.49
1.31	1.31	1.31	1.31	0.54	1.31	1.31	1.31	1.31	1.31	1.31	0.46
1.31	1.31	1.31	1.31	0.78	1.31	1.31	1.31	1.31	1.31	1.31	3.23
1.31	1.31	1.31	1.31	1.58	1.31	1.31	1.31	1.31	1.31	1.31	0.48
1.31	1.31	1.31	1.31	1.91	1.31	1.31	1.31	1.31	1.31	1.31	0.56
1.31	1.31	1.31	1.31	2.08	1.31	1.31	1.31	1.31	1.31	1.31	2.9
1.32	1.32	1.32	1.32	0.89	1.32	1.32	1.32	1.32	1.32	1.32	4.12
1.32	1.32	1.32	1.32	0.72	1.32	1.32	1.32	1.32	1.32	1.32	0.94
1.32	1.32	1.32	1.32	1.29	1.32	1.32	1.32	1.32	1.32	1.32	1.37
1.32	1.32	1.32	1.32	3.73	1.32	1.32	1.32	1.32	1.32	1.32	0.76
1.32	1.32	1.32	1.32	1.15	1.32	1.32	1.32	1.32	1.32	1.32	1.87
1.32	1.32	1.32	1.32	1.44	1.32	1.32	1.32	1.32	1.32	1.32	1.64
1.32	1.32	1.32	1.32	2.17	1.32	1.32	1.32	1.32	1.32	1.32	2.97
1.32	1.32	1.32	1.32	2.86	1.32	1.32	1.32	1.32	1.32	1.32	3.43
1.32	1.32	1.32	1.32	3.02	1.32	1.32	1.32	1.32	1.32	1.32	3.2
1.32	1.32	1.32	1.32	0.03	1.32	1.32	1.32	1.32	1.32	1.32	0.27
1.33	1.33	1.33	1.33	2.4	1.33	1.33	1.33	1.33	1.33	1.33	0.38
1.33	1.33	1.33	1.33	2.62	1.33	1.33	1.33	1.33	1.33	1.33	4.68
1.33	1.33	1.33	1.33	2.14	1.33	1.33	1.33	1.33	1.33	1.33	0.48
1.33	1.33	1.33	1.33	1.72	1.33	1.33	1.33	1.33	1.33	1.33	1.29
1.33	1.33	1.33	1.33	0.37	1.33	1.33	1.33	1.33	1.33	1.33	2.64
1.33	1.33	1.33	1.33	1.73	1.33	1.33	1.33	1.33	1.33	1.33	0.35
1.33	1.33	1.33	1.33	0.22	1.33	1.33	1.33	1.33	1.33	1.33	0.1
1.33	1.33	1.33	1.33	0.5	1.33	1.33	1.33	1.33	1.33	1.33	0.02
1.33	1.33	1.33	1.33	1.92	1.33	1.33	1.33	1.33	1.33	1.33	1.13
1.33	1.33	1.33	1.33	0.15	1.33	1.33	1.33	1.33	1.33	1.33	0.19
1.34	1.34	1.34	1.34	2.53	1.34	1.34	1.34	1.34	1.34	1.34	2.7
1.34	1.34	1.34	1.34	2.27	1.34	1.34	1.34	1.34	1.34	1.34	2.02
1.34	1.34	1.34	1.34	1.94	1.34	1.34	1.34	1.34	1.34	1.34	2.3
1.34	1.34	1.34	1.34	0.52	1.34	1.34	1.34	1.34	1.34	1.34	0.67
1.34	1.34	1.34	1.34	0.72	1.34	1.34	1.34	1.34	1.34	1.34	2.91
1.34	1.34	1.34	1.34	1.75	1.34	1.34	1.34	1.34	1.34	1.34	1.24
1.34	1.34	1.34	1.34	1.12	1.34	1.34	1.34	1.34	1.34	1.34	1.39
1.34	1.34	1.34	1.34	0.62	1.34	1.34	1.34	1.34	1.34	1.34	1.42
1.34	1.34	1.34	1.34	2.93	1.34	1.34	1.34	1.34	1.34	1.34	1.98
1.34	1.34	1.34	1.34	1.58	1.34	1.34	1.34	1.34	1.34	1.34	4.65
1.35	1.35	1.35	1.35	1.21	1.35	1.35	1.35	1.35	1.35	1.35	3.14
1.35	1.35	1.35	1.35	3.3	1.35	1.35	1.35	1.35	1.35	1.35	4.23
1.35	1.35	1.35	1.35	0.96	1.35	1.35	1.35	1.35	1.35	1.35	2.99
1.35	1.35	1.35	1.35	2.32	1.35	1.35	1.35	1.35	1.35	1.35	3.07
1.35	1.35	1.35	1.35	2.69	1.35	1.35	1.35	1.35	1.35	1.35	3.06
1.35	1.35	1.35	1.35	0.57	1.35	1.35	1.35	1.35	1.35	1.35	0.61
1.35	1.35	1.35	1.35	2.03	1.35	1.35	1.35	1.35	1.35	1.35	0.68
1.35	1.35	1.35	1.35	0.8	1.35	1.35	1.35	1.35	1.35	1.35	0.28
1.35	1.35	1.35	1.35	2.6	1.35	1.35	1.35	1.35	1.35	1.35	1.76
1.35	1.35	1.35	1.35	1.22	1.35	1.35	1.35	1.35	1.35	1.35	1.51
1.36	1.36	1.36	1.36	1.38	1.36	1.36	1.36	1.36	1.36	1.36	2.81
1.36	1.36	1.36	1.36	1.15	1.36	1.36	1.36	1.36	1.36	1.36	3.54
1.36	1.36	1.36	1.36	2.08	1.36	1.36	1.36	1.36	1.36	1.36	2.66
1.36	1.36	1.36	1.36	2.74	1.36	1.36	1.36	1.36	1.36	1.36	0.48
1.36	1.36	1.36	1.36	1.57	1.36	1.36	1.36	1.36	1.36	1.36	0.09
1.36	1.36	1.36	1.36	1.12	1.36	1.36	1.36	1.36	1.36	1.36	0.01
1.36	1.36	1.36	1.36	2.19	1.36	1.36	1.36	1.36	1.36	1.36	1.13
1.36	1.36	1.36	1.36	1.01	1.36	1.36	1.36	1.36	1.36	1.36	1.91
1.36	1.36	1.36	1.36	1.77	1.36	1.36	1.36	1.36	1.36	1.36	0.1
1.36	1.36	1.36	1.36	0.3	1.36	1.36	1.36	1.36	1.36	1.36	0.14
1.37	1.37	1.37	1.37	1.02	1.37	1.37	1.37	1.37	1.37	1.37	0.5
1.37	1.37	1.37	1.37	0.55	1.37	1.37	1.37	1.37	1.37	1.37	0.65
1.37	1.37	1.37	1.37	0.56	1.37	1.37	1.37	1.37	1.37	1.37	1.68
1.37	1.37	1.37	1.37	0.82	1.37	1.37	1.37	1.37	1.37	1.37	0.84
1.37	1.37	1.37	1.37	1.7	1.37	1.37	1.37	1.37	1.37	1.37	0.26
1.37	1.37	1.37	1.37	1	1.37	1.37	1.37	1.37	1.37	1.37	3.23
1.37	1.37	1.37	1.37	1.17	1.37	1.37	1.37	1.37	1.37	1.37	2.18
1.37	1.37	1.37	1.37	1.26	1.37	1.37	1.37	1.37	1.37	1.37	5.06
1.37	1.37	1.37	1.37	1.79	1.37	1.37	1.37	1.37	1.37	1.37	3.79
1.37	1.37	1.37	1.37	1.59	1.37	1.37	1.37	1.37	1.37	1.37	1.18
1.38	1.38	1.38	1.38	1.11	1.38	1.38	1.38	1.38	1.38	1.38	1.4
1.38	1.38	1.38	1.38	1.53	1.38	1.38	1.38	1.38	1.38	1.38	3.04
1.38	1.38	1.38	1.38	1.35	1.38	1.38	1.38	1.38	1.38	1.38	2.43
1.38	1.38	1.38	1.38	2.04	1.38	1.38	1.38	1.38	1.38	1.38	2.96
1.38	1.38	1.38	1.38	3.66	1.38	1.38	1.38	1.38	1.38	1.38	2.36
1.38	1.38	1.38	1.38	0.38	1.38	1.38	1.38	1.38	1.38	1.38	1.75
1.38	1.38	1.38	1.38	2.06	1.38	1.38	1.38	1.38	1.38	1.38	3.54
1.38	1.38	1.38	1.38	1	1.38	1.38	1.38	1.38	1.38	1.38	0.42
1.38	1.38	1.38	1.38	1.78	1.38	1.38	1.38	1.38	1.38	1.38	2.54
1.38	1.38	1.38	1.38	2.49	1.38	1.38	1.38	1.38	1.38	1.38	3.59
1.39	1.39	1.39	1.39	2.27	1.39	1.39	1.39	1.39	1.39	1.39	2.05
1.39	1.39	1.39	1.39	1.42	1.39	1.39	1.39	1.39	1.39	1.39	0.72
1.39	1.39	1.39	1.39	1.72	1.39	1.39	1.39	1.39	1.39	1.39	0.13
1.39	1.39	1.39	1.39	2.07	1.39	1.39	1.39	1.39	1.39	1.39	1.03
1.39	1.39	1.39	1.39	1.57	1.39	1.39	1.39	1.39	1.39	1.39	1.03
1.39	1.39	1.39	1.39	1.98	1.39	1.39	1.39	1.39	1.39	1.39	2.52
1.39	1.39	1.39	1.39	3.25	1.39	1.39	1.39	1.39	1.39	1.39	2.87
1.39	1.39	1.39	1.39	1.16	1.39	1.39	1.39	1.39	1.39	1.39	1.88
1.39	1.39	1.39	1.39	1.49	1.39	1.39	1.39	1.39	1.39	1.39	0.81
1.39	1.39	1.39	1.39	0.03	1.39	1.39	1.39	1.39	1.39	1.39	0.94
1.4	1.4	1.4	1.4	0.73	1.4	1.4	1.4	1.4	1.4	1.4	1.42
1.4	1.4	1.4	1.4	1.37	1.4	1.4	1.4	1.4	1.4	1.4	3.11
1.4	1.4	1.4	1.4	1.33	1.4	1.4	1.4	1.4	1.4	1.4	0.05
1.4	1.4	1.4	1.4	1.8	1.4	1.4	1.4	1.4	1.4	1.4	0
1.4	1.4	1.4	1.4	0.71	1.4	1.4	1.4	1.4	1.4	1.4	0.57
1.4	1.4	1.4	1.4	3.04	1.4	1.4	1.4	1.4	1.4	1.4	1.1
1.4	1.4	1.4	1.4	2.47	1.4	1.4	1.4	1.4	1.4	1.4	1.49
1.4	1.4	1.4	1.4	0.09	1.4	1.4	1.4	1.4	1.4	1.4	2.13
1.4	1.4	1.4	1.4	2.15	1.4	1.4	1.4	1.4	1.4	1.4	1.95
1.4	1.4	1.4	1.4	1.63	1.4	1.4	1.4	1.4	1.4	1.4	2.19
1.41	1.41	1.41	1.41	0.14	1.41	1.41	1.41	1.41	1.41	1.41	3
1.41	1.41	1.41	1.41	2.09	1.41	1.41	1.41	1.41	1.41	1.41	0.63
1.41	1.41	1.41	1.41	1.35	1.41	1.41	1.41	1.41	1.41	1.41	0.66
1.41	1.41	1.41	1.41	1.1	1.41	1.41	1.41	1.41	1.41	1.41	3.2
1.41	1.41	1.41	1.41	2.9	1.41	1.41	1.41	1.41	1.41	1.41	4.03
1.41	1.41	1.41	1.41	3	1.41	1.41	1.41	1.41	1.41	1.41	0.55
1.41	1.41	1.41	1.41	2.1	1.41	1.41	1.41	1.41	1.41	1.41	1.04
1.41	1.41	1.41	1.41	0.97	1.41	1.41	1.41	1.41	1.41	1.41	4.38
1.41	1.41	1.41	1.41	2.44	1.41	1.41	1.41	1.41	1.41	1.41	2.4
1.41	1.41	1.41	1.41	2.55	1.41	1.41	1.41	1.41	1.41	1.41	0.24
1.42	1.42	1.42	1.42	1.29	1.42	1.42	1.42	1.42	1.42	1.42	3.82
1.42	1.42	1.42	1.42	1.83	1.42	1.42	1.42	1.42	1.42	1.42	0.75
1.42	1.42	1.42	1.42	1.9	1.42	1.42	1.42	1.42	1.42	1.42	4
1.42	1.42	1.42	1.42	1.94	1.42	1.42	1.42	1.42	1.42	1.42	0.06
1.42	1.42	1.42	1.42	2.44	1.42	1.42	1.42	1.42	1.42	1.42	0.88
1.42	1.42	1.42	1.42	2.41	1.42	1.42	1.42	1.42	1.42	1.42	0.35
1.42	1.42	1.42	1.42	0.54	1.42	1.42	1.42	1.42	1.42	1.42	0.61
1.42	1.42	1.42	1.42	1.24	1.42	1.42	1.42	1.42	1.42	1.42	0.83
1.42	1.42	1.42	1.42	1.45	1.42	1.42	1.42	1.42	1.42	1.42	1.95
1.42	1.42	1.42	1.42	1.07	1.42	1.42	1.42	1.42	1.42	1.42	1.8
1.43	1.43	1.43	1.43	0.71	1.43	1.43	1.43	1.43	1.43	1.43	0.08
1.43	1.43	1.43	1.43	1.91	1.43	1.43	1.43	1.43	1.43	1.43	2.47
1.43	1.43	1.43	1.43	1.53	1.43	1.43	1.43	1.43	1.43	1.43	0.29
1.43	1.43	1.43	1.43	0.64	1.43	1.43	1.43	1.43	1.43	1.43	0.64
1.43	1.43	1.43	1.43	0.57	1.43	1.43	1.43	1.43	1.43	1.43	0.02
1.43	1.43	1.43	1.43	2.32	1.43	1.43	1.43	1.43	1.43	1.43	0.21
1.43	1.43	1.43	1.43	2.65	1.43	1.43	1.43	1.43	1.43	1.43	0.98
1.43	1.43	1.43	1.43	0.13	1.43	1.43	1.43	1.43	1.43	1.43	1.2
1.43	1.43	1.43	1.43	1.56	1.43	1.43	1.43	1.43	1.43	1.43	1.04
1.43	1.43	1.43	1.43	1.65	1.43	1.43	1.43	1.43	1.43	1.43	3.07
1.44	1.44	1.44	1.44	1.15	1.44	1.44	1.44	1.44	1.44	1.44	1.55
1.44	1.44	1.44	1.44	2.36	1.44	1.44	1.44	1.44	1.44	1.44	1.86
1.44	1.44	1.44	1.44	2.07	1.44	1.44	1.44	1.44	1.44	1.44	1.17
1.44	1.44	1.44	1.44	2.76	1.44	1.44	1.44	1.44	1.44	1.44	3.34
1.44	1.44	1.44	1.44	0.8	1.44	1.44	1.44	1.44	1.44	1.44	1.82
1.44	1.44	1.44	1.44	1.16	1.44	1.44	1.44	1.44	1.44	1.44	1.35
1.44	1.44	1.44	1.44	2.61	1.44	1.44	1.44	1.44	1.44	1.44	0.79
1.44	1.44	1.44	1.44	0.67	1.44	1.44	1.44	1.44	1.44	1.44	0
1.44	1.44	1.44	1.44	1.54	1.44	1.44	1.44	1.44	1.44	1.44	3.63
1.44	1.44	1.44	1.44	2.15	1.44	1.44	1.44	1.44	1.44	1.44	2.47
1.45	1.45	1.45	1.45	2.27	1.45	1.45	1.45	1.45	1.45	1.45	1.67
1.45	1.45	1.45	1.45	0.52	1.45	1.45	1.45	1.45	1.45	1.45	5.49
1.45	1.45	1.45	1.45	1.43	1.45	1.45	1.45	1.45	1.45	1.45	0.77
1.45	1.45	1.45	1.45	2.54	1.45	1.45	1.45	1.45	1.45	1.45	1.86
1.45	1.45	1.45	1.45	2.04	1.45	1.45	1.45	1.45	1.45	1.45	1.15
1.45	1.45	1.45	1.45	1.49	1.45	1.45	1.45	1.45	1.45	1.45	0.86
1.45	1.45	1.45	1.45	1.68	1.45	1.45	1.45	1.45	1.45	1.45	0.24
1.45	1.45	1.45	1.45	0.96	1.45	1.45	1.45	1.45	1.45	1.45	2.17
1.45	1.45	1.45	1.45	1.61	1.45	1.45	1.45	1.45	1.45	1.45	1.33
1.45	1.45	1.45	1.45	1.93	1.45	1.45	1.45	1.45	1.45	1.45	4.03
1.46	1.46	1.46	1.46	3.23	1.46	1.46	1.46	1.46	1.46	1.46	3.85
1.46	1.46	1.46	1.46	0.61	1.46	1.46	1.46	1.46	1.46	1.46	1.18
1.46	1.46	1.46	1.46	1.36	1.46	1.46	1.46	1.46	1.46	1.46	3.23
